2yillik_Bolumler_aciklamali
Sehir;Id;bolum_adi;Tur;Universite;Fakülte;Ogrenim_sekli;Ozellik;2025_Taban_Puan;2025_Taban_Sıralama;2025_Kontenjan;2025_Dolu_Kontenjan;2025_Bos_Kontenjan;2025_Kontenjan_Orani;2025_Sıralama_Degisim_Orani;2025_Ucret;2024_TabanPuani;2024_TabanSıralama;2024_Kontenjan;2024_Dolu_Kontenjan;2024_Bos_Kontenjan;2024_Kontenjan_Orani;2024_Ucret;Aciklama
Kırklareli;106750629;İNSAN KAYNAKLARI YÖNETİMİ;Devlet;Kırklareli Ü.;"w
Lüleburgaz Meslek Y.O.";Örgün;-;268,1446;1.278.000;30;30;0;%100,0;-415.333;-;247,6707;1.693.333;45;45;-;%100,0;-;
Ordu;108350415;İNSAN KAYNAKLARI YÖNETİMİ;Devlet;Ordu Ü.;Ünye Meslek Y.O.;Örgün;-;266,5863;1.300.000;45;45;0;%100,0;-378.525;-;248,5168;1.678.525;60;60;-;%100,0;-;
Isparta;112552287;İNSAN KAYNAKLARI YÖNETİMİ;Devlet;Isparta Uygulamalı Bilimler Ü.;Eğirdir Meslek Y.O.;Örgün;-;266,0640;1.308.000;30;30;0;%100,0;-373.629;-;248,3350;1.681.629;45;45;-;%100,0;-;
Kastamonu;106450217;İNSAN KAYNAKLARI YÖNETİMİ;Devlet;"w
Kastamonu Ü.";Meslek Y.O.;Örgün;-;263,3764;1.346.000;45;45;0;%100,0;-267.591;-;252,2594;1.613.591;60;60;-;%100,0;-;
Nevşehir;108090107;İNSAN KAYNAKLARI YÖNETİMİ;Devlet;Nevşehir Hacı Bektaş Veli Ü.;Gülşehir Sosyal Bilimler Meslek Y.O.;Örgün;-;260,4775;1.389.000;30;30;0;%100,0;-232.807;-;251,7825;1.621.807;45;45;-;%100,0;-;
Zonguldak;110351105;İNSAN KAYNAKLARI YÖNETİMİ;Devlet;Zonguldak Bülent Ecevit Ü.;Çaycuma Meslek Y.O.;Örgün;-;258,1489;1.423.000;40;40;0;%100,0;-368.786;-;242,0979;1.791.786;50;50;-;%100,0;-;
Afyon;100451499;İNSAN KAYNAKLARI YÖNETİMİ;Devlet;Afyon Kocatepe Ü.;Bayat Meslek Y.O.;Örgün;-;257,1281;1.438.000;30;30;0;%100,0;-312.984;-;244,3995;1.750.984;30;30;-;%100,0;-;
Isparta;112553134;İNSAN KAYNAKLARI YÖNETİMİ;Devlet;Isparta Uygulamalı Bilimler Ü.;Aksu Mehmet Süreyya Demiraslan Meslek Y.O.;Örgün;-;255,6615;1.459.000;20;20;0;%100,0;-272.695;-;245,4876;1.731.695;20;20;-;%100,0;-;
Erzurum;101451681;İNSAN KAYNAKLARI YÖNETİMİ;Devlet;Atatürk Ü.;Pasinler Meslek Y.O.;Örgün;-;255,3333;1.464.000;30;30;0;%100,0;-271.905;-;245,2505;1.735.905;30;30;-;%100,0;-;
Kütahya;103251808;İNSAN KAYNAKLARI YÖNETİMİ;Devlet;Kütahya Dumlupınar Ü.;Simav Meslek Y.O.;Örgün;-;254,0833;1.482.000;40;40;0;%100,0;-300.499;-;242,6220;1.782.499;50;50;-;%100,0;-;
Artvin;101350339;İNSAN KAYNAKLARI YÖNETİMİ;Devlet;Artvin Çoruh Ü.;Hopa Meslek Y.O.;Örgün;-;253,2735;1.494.000;25;25;0;%100,0;-301.401;-;241,8933;1.795.401;25;25;-;%100,0;-;
Kırıkkale;106650763;İNSAN KAYNAKLARI YÖNETİMİ;Devlet;Kırıkkale Ü.;Keskin Meslek Y.O.;Örgün;-;253,0329;1.498.000;45;45;0;%100,0;-265.929;-;243,6668;1.763.929;60;60;-;%100,0;-;
Kütahya;103251783;İNSAN KAYNAKLARI YÖNETİMİ;Devlet;Kütahya Dumlupınar Ü.;Hisarcık Meslek Y.O.;Örgün;-;251,3449;1.523.000;30;30;0;%100,0;-295.142;-;240,6296;1.818.142;30;30;-;%100,0;-;
Giresun;104590365;İNSAN KAYNAKLARI YÖNETİMİ;Devlet;Giresun Ü.;Şebinkarahisar Meslek Y.O.;Örgün;-;249,9464;1.543.000;30;30;0;%100,0;-340.585;-;236,9921;1.883.585;40;40;-;%100,0;-;
Isparta;112552296;İNSAN KAYNAKLARI YÖNETİMİ;Devlet;Isparta Uygulamalı Bilimler Ü.;Gelendost Meslek Y.O.;Örgün;-;248,4254;1.565.000;30;30;0;%100,0;-284.230;-;238,8995;1.849.230;30;30;-;%100,0;-;
Burdur;107351134;İNSAN KAYNAKLARI YÖNETİMİ;Devlet;Burdur Mehmet Akif Ersoy Ü.;Tefenni Meslek Y.O.;Örgün;-;247,0814;1.585.000;40;40;0;%100,0;-253.996;-;239,4697;1.838.996;50;50;-;%100,0;-;
İstanbul;201790474;İNSAN KAYNAKLARI YÖNETİMİ;Vakıf;İstanbul Gedik Ü.;Gedik Meslek Y.O.;%50 İnd.;-;216,5856;2.018.000;30;30;0;%100,0;-205.426;₺225.000,00;218,5374;2.223.426;25;25;-;%100,0;₺137.500,00;
İzmir;208910103;İNSAN KAYNAKLARI YÖNETİMİ;Vakıf;İzmir Kavram Meslek Y.O.;İzmir Kavram Meslek Y.O.;%50 İnd.;-;197,6017;2.222.000;25;25;0;%100,0;15.563;₺230.667,00;219,4701;2.206.437;25;25;-;%100,0;₺134.500,00;
İstanbul;202451668;İNSAN KAYNAKLARI YÖNETİMİ;Vakıf;İstanbul Aydın Ü.;Anadolu Bil Meslek Y.O.;%50 İnd.;-;-;Dolmadı;76;59;17;%77,6;-;₺180.000,00;224,6556;2.110.774;65;65;-;%100,0;₺90.000,00;
İstanbul;201250603;İNSAN KAYNAKLARI YÖNETİMİ;Vakıf;Doğuş Ü.;Meslek Y.O.;%50 İnd.;-;-;Dolmadı;63;45;18;%71,4;-;₺241.800,00;205,9834;2.445.550;63;63;-;%100,0;₺156.000,00;
İstanbul;202750976;İNSAN KAYNAKLARI YÖNETİMİ;Vakıf;İstanbul Gelişim Ü.;İstanbul Gelişim Meslek Y.O.;%50 İnd.;-;-;Dolmadı;31;26;5;%83,9;-;₺274.793,00;206,5745;2.435.724;42;42;-;%100,0;₺135.000,00;
İstanbul;210300626;İNSAN KAYNAKLARI YÖNETİMİ;Vakıf;İstanbul Beykent Ü.;Meslek Y.O.;%50 İnd.;-;-;Dolmadı;48;26;22;%54,2;-;₺259.260,00;175,6533;2.740.747;50;50;-;%100,0;₺146.000,00;
İstanbul;202351748;İNSAN KAYNAKLARI YÖNETİMİ;Vakıf;İstanbul Arel Ü.;Meslek Y.O.;%50 İnd.;-;-;Dolmadı;34;20;14;%58,8;-;₺200.500,00;197,1416;2.579.525;34;34;-;%100,0;₺145.430,00;
İstanbul;203150449;İNSAN KAYNAKLARI YÖNETİMİ;Vakıf;İstanbul Medipol Ü.;Sosyal Bilimler Meslek Y.O.;%50 İnd.;-;-;Dolmadı;42;19;23;%45,2;-;₺290.000,00;-;Yeni;-;-;-;-;-;
İstanbul;201991301;İNSAN KAYNAKLARI YÖNETİMİ;Vakıf;Haliç Ü.;Meslek Y.O.;%25 İnd.;-;-;Dolmadı;28;15;13;%53,6;-;₺210.000,00;-;Yeni;-;-;-;-;-;
İstanbul;204751102;İNSAN KAYNAKLARI YÖNETİMİ;Vakıf;İstanbul Okan Ü.;Meslek Y.O.;%50 İnd.;-;-;Dolmadı;34;10;24;%29,4;-;₺219.423,00;-;Yeni;-;-;-;-;-;
İstanbul;201991294;İNSAN KAYNAKLARI YÖNETİMİ;Vakıf;Haliç Ü.;Meslek Y.O.;Ücretli;-;-;Dolmadı;6;1;5;%16,7;-;₺280.000,00;-;Yeni;-;-;-;-;-;
Genel;101050651;İNSAN KAYNAKLARI YÖNETİMİ (AÖ);Devlet;Anadolu Ü.;Açıköğretim Fak.;A.Ö.;-;306,0421;780.800;250;250;0;%100,0;-518.423;-;271,2077;1.299.223;1.300;1.300;-;%100,0;-;
Genel;102551314;İNSAN KAYNAKLARI YÖNETİMİ (UÖ);Devlet;Manisa Celâl Bayar Ü.;Ahmetli Meslek Y.O.;U.Ö.;-;284,9113;1.043.000;60;60;0;%100,0;-297.282;-;268,6570;1.340.282;80;80;-;%100,0;-;
Samsun;108290474;İNSANSIZ ARAÇ TEKNİKERLİĞİ;Devlet;Ondokuz Mayıs Ü.;Bilişim Teknolojileri Meslek Y.O.;Örgün;-;340,0510;466.200;30;30;0;%100,0;-62.764;-;333,7329;528.964;30;30;-;%100,0;-;
İstanbul;201991308;İNSANSIZ ARAÇ TEKNİKERLİĞİ;Vakıf;Haliç Ü.;Meslek Y.O.;Burslu;-;332,6368;523.300;5;5;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Sakarya;111890245;İNSANSIZ ARAÇ TEKNİKERLİĞİ;Devlet;Sakarya Uygulamalı Bilimler Ü.;Arifiye Meslek Y.O.;Örgün;-;331,8559;529.700;25;"i
25";0;%100,0;-58.544;-;326,8854;588.244;25;25;-;%100,0;-;
Kayseri;112370861;İNSANSIZ ARAÇ TEKNİKERLİĞİ;Devlet;Kayseri Ü.;Bilişim Teknolojileri Meslek Y.O.;Örgün;-;330,2885;542.800;"l
30";30;0;%100,0;-59.574;-;325,3454;602.374;30;30;-;%100,0;-;
İstanbul;201290670;İNSANSIZ ARAÇ TEKNİKERLİĞİ;Vakıf;Doğuş Ü.;Meslek Y.O.;Burslu;-;328,5298;557.700;5;5;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Çanakkale;102790567;İNSANSIZ ARAÇ TEKNİKERLİĞİ;Devlet;Çanakkale Onsekiz Mart Ü.;Çanakkale Teknik Bilimler Meslek Y.O.;Örgün;-;326,5424;"a
575.000";30;30;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
İstanbul;210402894;İNSANSIZ ARAÇ TEKNİKERLİĞİ;Vakıf;İstanbul Nişantaşı Ü.;Meslek Y.O.;Burslu;-;323,3597;603.600;5;5;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Edirne;109490370;İNSANSIZ ARAÇ TEKNİKERLİĞİ;Devlet;Trakya Ü.;Edirne Teknik Bilimler Meslek Y.O.;Örgün;-;"s
317,4827";659.300;30;30;0;%100,0;-51.175;-;314,6344;710.475;30;30;-;%100,0;-;
Niğde;108190450;İNSANSIZ ARAÇ TEKNİKERLİĞİ;Devlet;Niğde Ömer Halisdemir Ü.;Niğde Teknik Bilimler Meslek Y.O.;Örgün;-;311,8732;717.100;30;30;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Amasya;100990137;İNSANSIZ ARAÇ TEKNİKERLİĞİ;Devlet;Amasya Ü.;Amasya Teknik Bilimler Meslek Y.O.;Örgün;"n
-";311,7575;718.200;30;30;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Kastamonu;106490283;İNSANSIZ ARAÇ TEKNİKERLİĞİ;Devlet;Kastamonu Ü.;Taşköprü Meslek Y.O.;Örgün;-;293,6662;929.300;33;33;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
İstanbul;210402901;İNSANSIZ ARAÇ TEKNİKERLİĞİ;Vakıf;İstanbul Nişantaşı Ü.;Meslek Y.O.;"u
Ücretli";-;259,6450;1.401.000;1;1;0;%100,0;-;₺497.310,00;-;Yeni;-;-;-;-;-;
İstanbul;210402908;İNSANSIZ ARAÇ TEKNİKERLİĞİ;Vakıf;İstanbul Nişantaşı Ü.;Meslek Y.O.;%50 İnd.;-;-;Dolmadı;33;21;12;%63,6;-;₺248.655,00;-;Yeni;-;-;-;-;-;
İstanbul;201290677;İNSANSIZ ARAÇ TEKNİKERLİĞİ;Vakıf;Doğuş Ü.;".
Meslek Y.O.";%50 İnd.;-;-;Dolmadı;34;10;24;%29,4;-;₺321.600,00;-;Yeni;-;-;-;-;-;
İstanbul;201991315;İNSANSIZ ARAÇ TEKNİKERLİĞİ;Vakıf;Haliç Ü.;Meslek Y.O.;Ücretli;-;-;Dolmadı;6;1;5;%16,7;-;₺390.000,00;-;Yeni;-;-;-;-;-;
İstanbul;201991322;İNSANSIZ ARAÇ TEKNİKERLİĞİ;Vakıf;Haliç Ü.;"w
Meslek Y.O.";%25 İnd.;-;-;Dolmadı;28;1;27;%3,6;-;₺292.500,00;-;Yeni;-;-;-;-;-;
Ankara;209510187;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;Ankara Bilim Ü.;"w
Meslek Y.O.";Burslu;-;382,3320;230.800;8;8;0;%100,0;-4.685;-;386,5906;235.485;6;6;-;%100,0;-;
Ankara;209110051;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;Ostim Teknik Ü.;Meslek Y.O.;Burslu;-;379,4028;243.200;13;13;0;%100,0;-24.504;-;378,3111;267.704;11;11;-;%100,0;-;
Eskişehir;112490538;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Devlet;Eskişehir Teknik Ü.;Bilişim Teknolojileri Meslek Y.O.;Örgün;-;369,4152;288.900;50;50;0;%100,0;-37.619;-;365,3137;326.519;50;50;-;%100,0;-;
Ankara;200690748;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;"w
Başkent Ü.";Anadolu Osb Meslek Y.O.;Burslu;-;368,2299;294.800;5;5;0;%100,0;-36.695;-;364,2883;331.495;4;4;-;%100,0;-;
Gaziantep;201650187;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;Hasan Kalyoncu Ü.;Meslek Y.O.;Burslu;-;354,8494;367.800;5;5;0;%100,0;9.181;-;359,1359;358.619;5;5;-;%100,0;-;
İstanbul;203090319;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;İstanbul Kültür Ü.;Meslek Y.O.;Burslu;-;352,6344;381.300;5;5;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
İstanbul;202790907;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;İstanbul Gelişim Ü.;İstanbul Gelişim Meslek Y.O.;Burslu;-;352,5490;381.800;9;9;0;%100,0;55.593;-;365,3702;326.207;4;4;-;%100,0;-;
Sivas;111900129;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Devlet;Sivas Bilim ve Teknoloji Ü.;Sivas Meslek Y.O.;Örgün;-;347,9240;411.400;30;30;0;%100,0;-88.336;-;337,4680;499.736;30;30;-;%100,0;-;
İstanbul;202490947;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;İstanbul Aydın Ü.;Anadolu Bil Meslek Y.O.;Burslu;-;347,7990;412.200;7;7;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Nevşehir;203851929;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;Kapadokya Ü.;Kapadokya Meslek Y.O.;Burslu;-;347,0016;417.500;8;8;0;%100,0;-71.771;-;338,8566;489.271;8;8;-;%100,0;-;
Girne;300790076;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Kıbrıs;Girne Ü.;Havacılık Meslek Y.O.;Burslu;-;335,8283;498.000;2;2;0;%100,0;-138.099;-;321,8326;636.099;2;2;-;%100,0;-;
İstanbul;210302278;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;İstanbul Beykent Ü.;Meslek Y.O.;Burslu;-;334,5963;507.600;5;5;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Nevşehir;108090126;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Devlet;Nevşehir Hacı Bektaş Veli Ü.;Hacıbektaş Teknik Bilimler Meslek Y.O.;Örgün;-;333,7412;514.400;40;40;0;%100,0;-39.584;-;330,7725;553.984;40;40;-;%100,0;-;
Kırıkkale;106690265;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Devlet;Kırıkkale Ü.;Kırıkkale Meslek Y.O.;Örgün;-;332,2124;526.700;60;60;0;%100,0;-60.061;-;327,0439;586.761;60;60;-;%100,0;-;
Malatya;111570511;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Devlet;Malatya Turgut Özal Ü.;Yeşilyurt Meslek Y.O.;Örgün;-;332,2039;526.800;25;25;0;%100,0;-89.528;-;323,8815;616.328;25;25;-;%100,0;-;
Hatay;110790028;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Devlet;İskenderun Teknik Ü.;İskenderun Meslek Y.O.;Örgün;-;327,0451;570.400;40;40;0;%100,0;-60.456;-;322,3661;630.856;40;40;-;%100,0;-;
İstanbul;207590646;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;İstanbul Esenyurt Ü.;Bilişim Teknolojileri Meslek Y.O.;Burslu;-;319,6282;638.800;7;7;0;%100,0;-;-;-;Yeni;-;-;-;-;-;
Muş;107890061;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Devlet;Muş Alparslan Ü.;Teknik Bilimler Meslek Y.O.;Örgün;-;305,5794;786.100;40;40;0;%100,0;-2.534;-;307,6776;788.634;40;40;-;%100,0;-;
Ankara;209110052;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;Ostim Teknik Ü.;Meslek Y.O.;%50 İnd.;-;294,7195;916.000;82;82;0;%100,0;-1.755;₺237.500,00;297,3125;917.755;72;72;-;%100,0;₺137.500,00;
Ankara;209510194;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;Ankara Bilim Ü.;Meslek Y.O.;%50 İnd.;-;274,3081;1.189.000;51;51;0;%100,0;58.224;₺249.600,00;282,1534;1.130.776;39;39;-;%100,0;₺156.000,00;
Ankara;200690755;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;Başkent Ü.;Anadolu Osb Meslek Y.O.;%50 İnd.;-;249,0198;1.557.000;30;30;0;%100,0;248.231;₺300.000,00;270,6064;1.308.769;31;31;-;%100,0;₺182.500,00;
İstanbul;202490954;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;İstanbul Aydın Ü.;Anadolu Bil Meslek Y.O.;%50 İnd.;-;204,9309;2.156.000;42;42;0;%100,0;-;₺180.000,00;-;Yeni;-;-;-;-;-;
Girne;300790083;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Kıbrıs;Girne Ü.;Havacılık Meslek Y.O.;%50 İnd.;-;202,5737;2.179.000;13;13;0;%100,0;-294.351;₺236.820,00;204,2655;2.473.351;13;13;-;%100,0;₺180.481,00;
Gaziantep;201650188;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;Hasan Kalyoncu Ü.;Meslek Y.O.;%25 İnd.;-;194,6299;2.244.000;18;18;0;%100,0;863.093;₺288.750,00;266,1319;1.380.907;19;19;-;%100,0;₺123.750,00;
Gaziantep;201650186;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;Hasan Kalyoncu Ü.;Meslek Y.O.;Ücretli;-;176,7519;2.301.000;16;16;0;%100,0;590.023;₺385.000,00;246,6663;1.710.977;15;15;-;%100,0;₺165.000,00;
İstanbul;202790914;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;İstanbul Gelişim Ü.;İstanbul Gelişim Meslek Y.O.;%50 İnd.;-;-;Dolmadı;59;36;23;%61,0;-;₺284.970,00;259,8114;1.485.113;25;25;-;%100,0;₺140.000,00;
Nevşehir;203851936;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;Kapadokya Ü.;Kapadokya Meslek Y.O.;%25 İnd.;-;-;Dolmadı;51;36;15;%70,6;-;₺255.750,00;203,8793;2.479.582;51;51;-;%100,0;₺247.500,00;
İstanbul;203090326;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;İstanbul Kültür Ü.;Meslek Y.O.;%50 İnd.;-;-;Dolmadı;34;27;7;%79,4;-;₺225.000,00;-;Yeni;-;-;-;-;-;
İstanbul;207590653;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;İstanbul Esenyurt Ü.;Bilişim Teknolojileri Meslek Y.O.;%50 İnd.;-;-;Dolmadı;42;11;31;%26,2;-;₺175.000,00;-;"m
Yeni";-;-;-;-;-;
İstanbul;210302285;İNSANSIZ HAVA ARACI TEKNOLOJİSİ VE OPERATÖRLÜĞÜ;Vakıf;İstanbul Beykent Ü.;Meslek Y.O.;%50 İnd.;-;-;Dolmadı;34;4;30;%11,8;-;₺266.667,00;-;Yeni;-;-;-;-;-;
İzmir;203551055;İNŞAAT TEKNOLOJİSİ;Vakıf;İzmir Ekonomi Ü.;Meslek Y.O.;Burslu;-;366,7146;302.500;3;3;0;%100,0;-98.366;"c
-";351,8127;400.866;3;3;-;%100,0;-;
İstanbul;204750634;İNŞAAT TEKNOLOJİSİ;Vakıf;İstanbul Okan Ü.;Meslek Y.O.;Burslu;-;353,2874;377.300;3;3;0;%100,0;-104.095;-;339,8930;481.395;4;4;-;%100,0;-;
İstanbul;202551852;İNŞAAT TEKNOLOJİSİ;Vakıf;İstanbul Bilgi Ü.;Meslek Y.O.;Burslu;-;352,6755;381.000;7;7;0;%100,0;".
-62.346";-;345,2487;443.346;6;6;-;%100,0;-;
Ankara;209210037;İNŞAAT TEKNOLOJİSİ;Vakıf;Ankara Medipol Ü.;Meslek Y.O.;Burslu;-;346,2975;422.300;10;10;0;%100,0;-64.288;-;339,2023;486.588;10;10;-;%100,0;-;
İstanbul;203151095;İNŞAAT TEKNOLOJİSİ;Vakıf;İstanbul Medipol Ü.;Meslek Y.O.;Burslu;-;345,7072;426.200;10;10;0;"m
100,0%";-108.630;-;333,0343;534.830;9;9;-;%100,0;-;
İstanbul;201950402;İNŞAAT TEKNOLOJİSİ;Vakıf;Haliç Ü.;Meslek Y.O.;Burslu;-;344,2370;436.100;7;7;0;%100,0;-64.508;-;337,3485;500.608;7;7;-;%100,0;-;
İstanbul;202454238;İNŞAAT TEKNOLOJİSİ;Vakıf;İstanbul Aydın Ü.;Anadolu Bil Meslek Y.O.;Burslu;-;335,0706;504.000;16;16;0;%100,0;-92.908;-;325,9425;596.908;13;13;-;%100,0;-;
İzmir;103150626;İNŞAAT TEKNOLOJİSİ;Devlet;Dokuz Eylül Ü.;İzmir Meslek Y.O.;Örgün;-;335,0358;504.200;40;"i
40";0;%100,0;-170.388;-;318,0223;674.588;70;70;-;%100,0;-;
İstanbul;203051545;İNŞAAT TEKNOLOJİSİ;Vakıf;İstanbul Kültür Ü.;Meslek Y.O.;Burslu;-;334,9766;504.700;"l
9";9;0;%100,0;-60.116;-;329,5153;564.816;8;8;-;%100,0;-;
İstanbul;201250727;İNŞAAT TEKNOLOJİSİ;Vakıf;Doğuş Ü.;Meslek Y.O.;Burslu;-;333,5923;515.600;10;10;0;%100,0;-109.295;-;322,9790;624.895;10;10;-;%100,0;-;
İstanbul;210401130;İNŞAAT TEKNOLOJİSİ;Vakıf;İstanbul Nişantaşı Ü.;Meslek Y.O.;Burslu;-;332,7890;"a
522.000";10;10;0;%100,0;-118.609;-;321,3823;640.609;10;10;-;%100,0;-;
Ankara;104850688;İNŞAAT TEKNOLOJİSİ;Devlet;Hacettepe Ü.;Başkent Organize Sanayi Bölgesi Teknik Bilimler Meslek Y.O.;Örgün;-;332,6853;522.900;45;45;0;%100,0;-113.547;-;321,7956;636.447;60;60;-;%100,0;-;
İstanbul;202752248;İNŞAAT TEKNOLOJİSİ;Vakıf;İstanbul Gelişim Ü.;İstanbul Gelişim Meslek Y.O.;Burslu;-;"s
331,7125";531.000;9;9;0;%100,0;-142.811;-;318,0965;673.811;10;10;-;%100,0;-;
Antalya;206410602;İNŞAAT TEKNOLOJİSİ;Vakıf;Antalya Bilim Ü.;Meslek Y.O.;Burslu;-;330,1810;543.700;7;7;0;%100,0;-97.379;-;321,3380;641.079;6;6;-;%100,0;-;
Antalya;100750965;İNŞAAT TEKNOLOJİSİ;Devlet;Akdeniz Ü.;Teknik Bilimler Meslek Y.O.;Örgün;"n
-";330,1403;544.100;40;40;0;%100,0;-190.229;-;312,4358;734.329;70;70;-;%100,0;-;
İstanbul;207590520;İNŞAAT TEKNOLOJİSİ;Vakıf;İstanbul Esenyurt Ü.;Meslek Y.O.;Burslu;-;328,3407;559.200;3;3;0;%100,0;-268.638;-;304,3916;827.838;4;4;-;%100,0;-;
İzmir;208910040;İNŞAAT TEKNOLOJİSİ;Vakıf;İzmir Kavram Meslek Y.O.;İzmir Kavram Meslek Y.O.;"u
Burslu";-;322,3998;612.700;7;7;0;%100,0;-136.471;-;311,1021;749.171;5;5;-;%100,0;-;
Kocaeli;106951607;İNŞAAT TEKNOLOJİSİ;Devlet;Kocaeli Ü.;Kocaeli Meslek Y.O.;Örgün;-;317,9161;655.200;40;40;0;%100,0;-335.529;-;291,8935;990.729;70;70;-;%100,0;-;
Mersin;107451212;İNŞAAT TEKNOLOJİSİ;Devlet;Mersin Ü.;".
Teknik Bilimler Meslek Y.O.";Örgün;-;313,3158;701.900;35;35;0;%100,0;-390.293;-;284,7604;1.092.193;65;65;-;%100,0;-;
Antalya;210200192;İNŞAAT TEKNOLOJİSİ;Vakıf;Antalya Belek Ü.;Meslek Y.O.;Burslu;-;311,1362;724.800;3;3;0;%100,0;-190.788;-;297,4691;915.588;3;3;-;%100,0;-;
Çanakkale;102750968;İNŞAAT TEKNOLOJİSİ;Devlet;Çanakkale Onsekiz Mart Ü.;"w
Çanakkale Teknik Bilimler Meslek Y.O.";Örgün;-;307,8158;761.200;40;40;0;%100,0;-426.070;-;278,3978;1.187.270;90;90;-;%100,0;-;
Gazimağusa;300150272;İNŞAAT TEKNOLOJİSİ;Kıbrıs;Doğu Akdeniz Ü.;Bilgisayar ve Teknoloji Y.O.;Burslu;-;306,3161;777.800;2;2;0;%100,0;-352.799;-;282,1655;1.130.599;3;3;-;%100,0;-;
Sakarya;111851498;İNŞAAT TEKNOLOJİSİ;Devlet;Sakarya Uygulamalı Bilimler Ü.;Sakarya Meslek Y.O.;Örgün;-;306,2596;778.400;40;40;0;%100,0;-376.526;-;280,5327;1.154.926;70;70;-;%100,0;-;
Diyarbakır;103090149;İNŞAAT TEKNOLOJİSİ;Devlet;Dicle Ü.;Diyarbakır Teknik Bilimler Meslek Y.O.;Örgün;-;306,0120;781.100;40;40;0;%100,0;-267.452;-;287,7836;1.048.552;50;50;-;%100,0;-;
Kocaeli;106951616;İNŞAAT TEKNOLOJİSİ;Devlet;Kocaeli Ü.;"w
Hereke Asım Kocabıyık Meslek Y.O.";Örgün;-;305,4878;787.200;40;40;0;%100,0;-471.275;-;273,7844;1.258.475;80;80;-;%100,0;-;
Mersin;205550148;İNŞAAT TEKNOLOJİSİ;Vakıf;Toros Ü.;Meslek Y.O.;Burslu;-;305,0747;791.900;4;4;0;%100,0;-165.566;-;294,3453;957.466;4;4;-;%100,0;-;
